title,price,url,indoor_feature,bed,description,car,median_rent,other_feature,post_code,property_type,property_id,bond,rental_yield,crawl_date,price_des,street_address,agency,bathroom,suburb,floorplan,agent,date_available,outdoor_feature 
3 BEDROOM TOWNHOUSE ** NRAS PROPERTY **,"$277,$277,",https://www.realestate.com.au/property-townhouse-qld-richlands-424690878,"Ensuite:,1,Built-in Wardrobes,Dishwasher",[3],***********************************************************************************,[1],"<span class=""price""></span>",,4077,Townhouse,[424690878],"$1,108","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$277 per week,161/70-90 Littleton Rd,National Affordable Housing Consortium Ltd - South Brisbane,[2],Richlands,Not provided,NAHC Browns Plains Office,Tue 09-Oct-18,"Remote Garage,Garage Spaces:,1,Fully Fenced"
Ideal Family Home!,"$395,$395,",https://www.realestate.com.au/property-house-qld-darra-424691722,"Living Areas:,1",[4],"This property is walking distance to shops and parks, close to local schools and public transport, with four decent sized bedrooms, newly renovated kitchen and bathroom , large living and dinning area, with everything at your fingertips this home is ideal for any family! ",[2],"<span class=""price""></span>",,4076,House,[424691722],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$395 pw,16 Bradford Street,Professionals P J Torbey Real Estate -,[1],Darra,Not provided,Property Management Team,Available Now,"Carport Spaces:,2"
Refreshed family home in convenient Jindalee,"$475,$475,",https://www.realestate.com.au/property-house-qld-jindalee-420499206,"Ensuite:,1,Study",[4],This great family home has been recently refreshed with new paint and carpets. With good separation of living areas this home is set up for family living. The fully fenced yard is perfect for the kids and or pets to explore and enjoy.,[4],"<span class=""price""></span>",,4074,House,[420499206],"$1,900","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$475 Per Week,33 Minyara Street,Innovation Real Estate - Jamboree Heights,[3],Jindalee,Not provided,Innovation Rentals,Tue 16-Oct-18,"Garage Spaces:,2,Open Car Spaces:,2"
Easy care lowset home and yard,"$525,$525,",https://www.realestate.com.au/property-house-qld-graceville-424694042,"Reverse-cycle Air Conditioning,Air Conditioning",[3],This lowset home is well positioned within a short walk to Graceville train station so leave the car at home and use public transport as buses also nearby.,[1],"<span class=""price""></span>",,4075,House,[424694042],"$2,100","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$525 per week,39 Dan Street,LITTLE Real Estate - FOREST LAKE,[2],Graceville,Not provided,Samantha Whitton,Wed 10-Oct-18,"Carport Spaces:,1"
PERFECT LOCATION! LUXURY TOWNHOME!,"$490,$490,",https://www.realestate.com.au/property-townhouse-qld-corinda-424697294,"Study,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],"Managed Property is SO excited to present to you this sublime 3 bedroom townhome, located just minutes away from Coles, local shops, restaurants and Corinda train station!",[1],"<span class=""price""></span>",,4075,Townhouse,[424697294],"$1,960","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$490 per week,1/9 Railway Terrace,Managed Property,[2],Corinda,Not provided,"Jasmin Bradley,Breeanna Fechner",Available Now,"Secure Parking,Garage Spaces:,1,Balcony,Deck,Courtyard,Outdoor Entertaining Area,Fully Fenced"
Modern Unit in great location,"$450,$450,",https://www.realestate.com.au/property-house-qld-sherwood-424702370,Air Conditioning,[2],This two bedroom unit in Sherwood is available and has a open modern feeling to it. The property has the following features:,[1],"<span class=""price""></span>",Built-In Wardrobes,4075,House,[424702370],"$1,800","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$450 per week,2/17 Mayhew Street,Tessa Residential - NINGI,[2],Sherwood,Not provided,Leasing Oxley,Available Now,"Secure Parking,Garage Spaces:,1,Balcony"
BIG HOME WITH A LOT MORE THAN OTHERS,"$325,$325,",https://www.realestate.com.au/property-house-qld-inala-424086190,Air Conditioning,[3],"This 3 bedroom home is set on a large block, with a large double car shed, plus additional carport and garden shed. ",[1],"<span class=""price""></span>","Close to Schools, Close to Shops, Close to Transport, Garden",4077,House,[424086190],"$1,300","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$325 PER WEEK!!,75 Poinciana Street,Tessa Residential - NINGI,[1],Inala,Not provided,Leasing Oxley,Available Now,"Garage Spaces:,1"
Near New Family Home,"$620,$620,",https://www.realestate.com.au/property-house-qld-riverhills-420183210,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Rumpus Room,Ducted Cooling",[4],This near new home is packed full of inclusions for your family.,[2],"<span class=""price""></span>",,4074,House,[420183210],"$2,480","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$620 per week,59 Sawmill Circuit,Maison Real Estate -  Mount Ommaney,[2],Riverhills,Not provided,Peter Kilby,Mon 01-Oct-18,"Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced"
4 BEDROOM HOME IN QUIET SUMNER POCKET,"$390,$390,",https://www.realestate.com.au/property-house-qld-sumner-424705906,"Toilets:,1,Air Conditioning",[4],"Ray White Centenary proudly offers for rent this lowset brick home located at the end of a cul-de-sac in sought after, quiet pocket of Sumner. With new flooring, lock up garage, air conditioning, fully fenced backyard, this home is of great value. ",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4074,House,[424705906],"$1,560","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$390 per week,17 Emily Place,Ray White - Centenary,[1],Sumner,https://www.realestate.com.au/floorplan_new.ds?id=424705906&theme=rea.rent,Debbie Swales,Available Now,"Secure Parking,Garage Spaces:,1"
LARGE MODERN HOME IN FABULOUS LOCATION!!!,"$430,$430,",https://www.realestate.com.au/property-house-qld-richlands-424700594,"Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",[4],This freshly painted modern home has become available to a lucky tenant.,[2],"<span class=""price""></span>",,4077,House,[424700594],"$1,720","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$430 per week,1 Zerlotti Cl,Twenty Four Seven Realty - -,[2],Richlands,Not provided,Yvette Shaw,Available Now,"Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced"
PRIVATE UNIQUE & MODERN,"$400,$400,",https://www.realestate.com.au/property-duplex+semi+detached-qld-oxley-424711854,,[3],This well appointed 3 bedroom home will tick all the boxes. ,[2],"<span class=""price""></span>",,4075,Duplex/Semi-Detached,[424711854],"$1,600","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$400 per week,1/13 Pamphlett Street,Guardian Property & Asset Mgmt - Brisbane,[2],Oxley,Not provided,Guardian Wacol,Available Now,"Garage Spaces:,2"
Modern townhouse in great location,"$360,$360,",https://www.realestate.com.au/property-townhouse-qld-richlands-424727522,"Toilets:,3,Air Conditioning",[3],Welcome to RICHLANDS GROVE,[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4077,Townhouse,[424727522],"$1,440","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 per week,41/125 Orchard Road,Raine & Horne - Onsite Sales,[2],Richlands,https://www.realestate.com.au/three_d_tour.ds?id=424727522&theme=rea.rent,Cathy Slater,Fri 02-Nov-18,"Secure Parking,Garage Spaces:,1"
Open plan living opening out to a generous balcony that overlooks the beautiful parkland,"$450,$450,",https://www.realestate.com.au/property-unit-qld-sherwood-424724338,"Toilets:,2,Intercom,Air Conditioning",[2],Want to be a close commute to the CBD and then come home to a peaceful haven and have a swim in a 20 metre lap pool?,[2],"<span class=""price""></span>","Close to Schools, Close to Shops, Close to Transport, Lift Installed, Roller Door Access",4075,Unit,[424724338],"$18,001","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$450 per week,239/20 Egmont,RESTT Property Sales and Rentals - LOGAN CENTRAL,[2],Sherwood,https://www.realestate.com.au/floorplan_new.ds?id=424724338&theme=rea.rent,"Rent Central Sherwood,Ann Marie Lindeblad",Available Now,"Garage Spaces:,2"
"Beautiful family home, spacious and private","$600,$600,",https://www.realestate.com.au/property-house-qld-sinnamon+park-424734210,,[4],"This solid, charming brick home is conveniently located in the heart of Sinnamon Park, tucked behind lush gardens and away from the traffics, it provides your family with extra safety and privacy, and much more:",[2],"<span class=""price""></span>",,4073,House,[424734210],"$2,400","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$600 Weekly UNFURNISHED,39 Cityview Road,Australian Property Management Alliance - Mango Hill,[2],Sinnamon Park,Not provided,Daisy Dong,Fri 28-Sep-18,"Garage Spaces:,2"
New 2 bedroom apartment,"$395,$395,",https://www.realestate.com.au/property-unit-qld-sherwood-424733498,"Intercom,Air Conditioning",[2],"Excellent central Sherwood location. Easy walk to train station, schools, kindergarten, churches, shops and cafes. ",[1],"<span class=""price""></span>",,4075,Unit,[424733498],"$1,580","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$395 per week,445 Oxley Road,THEONSITEMANAGER - Hendra,[2],Sherwood,https://www.realestate.com.au/floorplan_new.ds?id=424733498&theme=rea.rent,Damian Bourke,Available Now,"Garage Spaces:,1,Balcony"
FAMILY ENTERTAINING HOME!,"$485,$485,",https://www.realestate.com.au/property-house-qld-jamboree+heights-413502155,,[3],This home has a great family feel as soon as you walk in - its a place to come home too - to entertain and relax!,[2],"<span class=""price""></span>",,4074,House,[413502155],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$485 weekly,,Centenary Real Estate - Jindalee,[2],Jamboree Heights,Not provided,Rentals - Centenary Real Estate,Tue 23-Oct-18,"Garage Spaces:,2"
Modern family home in Sinnamon Park,"$460,$460,",https://www.realestate.com.au/property-house-qld-sinnamon+park-423630854,,[3],Modern family home in Sinnamon Park,[2],"<span class=""price""></span>",,4073,House,[423630854],"$1,840","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$460 Per Week,9 Olympic Pl,Innovation Real Estate - Jamboree Heights,[2],Sinnamon Park,Not provided,Innovation Rentals,Thu 18-Oct-18,"Garage Spaces:,2"
Very Rare Opportunity Under NRAS Scheme - Modern 3 BEDROOM TOWNHOUSE LOCATED IN RICHLANDS,"$290,$290,",https://www.realestate.com.au/property-townhouse-qld-richlands-424795806,"Toilets:,3,Air Conditioning",[3],"*****Please noted, Applicant must prove yourself to be eligible to apply this unit. NRAS Reference number is required***** ",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4077,Townhouse,[424795806],"$1,160","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$290 per week,51/83 OLD PROGRESS ROAD,Raine & Horne - Onsite Sales,[3],Richlands,Not provided,Michael Cai,Wed 23-Oct-19,"Secure Parking,Garage Spaces:,1,Swimming Pool - Inground"
3 Bedroom house in Sherwood!,"$440,$440,",https://www.realestate.com.au/property-house-qld-sherwood-424644258,"Floorboards,Broadband Internet Available,Dishwasher,Air Conditioning",[3],"- Sorry, no pets",[2],"<span class=""price""></span>",0,4075,House,[424644258],"$1,760","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$440 per week,8 Bute Street,Cartwright Property Group - GRACEVILLE,[1],Sherwood,Not provided,Cartwright Property Group,Fri 05-Oct-18,"Carport Spaces:,2"
"Large Families, Small Families this home is perfect for yours!","$330,$330,",https://www.realestate.com.au/property-house-qld-darra-420538778,"Toilets:,1,Air Conditioning",[4],"This big home is hidden towards the back of Darra and is within walking distance of local schools, shops and the train station. ",[4],"<span class=""price""></span>","Close to Schools, Close to Shops, Close to Transport, Garden",4076,House,[420538778],"$1,320","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$330 per week,77 Harrington St,Rightway Realty - Darra,[1],Darra,Not provided,Michelle Nguyen,Available Now,"Secure Parking,Garage Spaces:,2,Open Car Spaces:,2"
Lovely home with country views,"$510,$510,",https://www.realestate.com.au/property-house-qld-sumner-424631178,,[4],PROPERTY ID: 37126,[4],"<span class=""price""></span>",,4074,House,[424631178],"$2,040","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$510 per week,16 Copmanhurst Place,Rentbetter - Bondi,[2],Sumner,Not provided,,Sat 13-Oct-18,"Carport Spaces:,4"
WALK TO INALA PLAZA AND TAFE,"$320,$320,,00,00,",https://www.realestate.com.au/property-house-qld-inala-419342886,Air Conditioning,[3],This neat home has many features including -,[1],"<span class=""price""></span>","close to parklands,close to schools,close to shops,close to transport",4077,House,[419342886],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$320.00 per week,8 Lapwing Street,Coulson Real Estate - Inala,[1],Inala,Not provided,Property Management Team,Available Now,"Carport Spaces:,1,Shed,Fully Fenced"
FANTASTIC LOCATION WITH GREAT SIZED YARD,"$360,$360,",https://www.realestate.com.au/property-house-qld-darra-424645774,Floorboards,[3],"Brilliant location just across the street from Darra state schools. Train stations, shops and eateries are just around the corner within 500m walk. ",[2],"<span class=""price""></span>","Close to Schools, Close to Shops, Close to Transport, Garden, Formal Lounge",4076,House,[424645774],"$1,440","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 p/w,10 Winslow St,Rightway Realty - Darra,[1],Darra,Not provided,Jo Nguyen,Available Now,"Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Balcony"
AIR CONDITIONED 3 BR TOWNHOUSE,"$340,$340,",https://www.realestate.com.au/property-house-qld-richlands-424485454,"Toilets:,3,Alarm System",[3],AIR CONDITIONED 3 BR TOWNHOUSE,[1],"<span class=""price""></span>",,4077,House,[424485454],"$1,360","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$340 per week,20 Kathleen Street,nextrealty.com.au,[2],Richlands,Not provided,Ruiqi Guo,Available Now,"Remote Garage,Garage Spaces:,1,Fully Fenced"
AIR CONDITIONED 3 BR TOWNHOUSE,"$345,$345,",https://www.realestate.com.au/property-house-qld-richlands-424485326,,[3],This beautifully appointed townhouse in a nicely established complex has everything you wish for comfort. Reverse cycle air conditioning throughout the living areas; features include stainless steel appliances including dishwasher; en suite and walk-in robe to master bedroom; 2nd spacious bathroom with bath; three toilets; ceiling fans in each of the three bedrooms and insulated ceilings.,[1],"<span class=""price""></span>",,4077,House,[424485326],"$1,380","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$345 per week,19 Kathleen Street,nextrealty.com.au,[2],Richlands,Not provided,Ruiqi Guo,Available Now,"Garage Spaces:,1"
Lovely home with security and air conditioning,"$300,$300,",https://www.realestate.com.au/property-house-qld-inala-404414752,,[4],"Recently renovated 4 bedroom timber home features 3 built-ins - 2 with mirror doors, modern kitchen with dining area, air conditioned lounge room, polished floors throughout, security screens and doors, large bathroom with seperate toilet, internal laundry, large covered rear entertaining area, garden shed, fully fenced block with double gates at front, carport.",[1],"<span class=""price""></span>",,4077,House,[404414752],"$1,200","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$300 p/w,15 Bellatrix Street,Coulson Real Estate - Inala,[1],Inala,Not provided,Property Management Team,Available Now,"Carport Spaces:,1"
"6 BEDROOM, RENOVATED FAMILY HOME WITH POOL","$1,250,$1,250,",https://www.realestate.com.au/property-house-qld-chelmer-424653486,"Alarm System,Floorboards,Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Ducted Heating,Ducted Cooling,Air Conditioning",[6],"Situated in one of Chelmer’s most prestigious, quiet and tree-lined streets on the river (high side Chelmer), this 6 bedroom home is the whole package.",[2],"<span class=""price""></span>",,4068,House,[424653486],"$4,500","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]","$1,250 per week",46 SUTTON STREET,Humanics,[2],Chelmer,Not provided,Shirley Raven,Available Now,"Secure Parking,Garage Spaces:,2,Balcony,Deck,Courtyard,Shed,Fully Fenced,Swimming Pool - Inground"
WALK TO SHOPS AND TAFE,"350,350,",https://www.realestate.com.au/property-house-qld-inala-419194702,Air Conditioning,[3],This lovely home is situated in an ideal location.,[3],"<span class=""price""></span>","balcony/patio/terrace,bath,modern bathroom,modern kitchen,polished timber floors,close to parklands,",4077,House,[419194702],"$1,400","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",350 p/w,17 Osprey Street,Coulson Real Estate - Inala,[1],Inala,Not provided,Property Management Team,Available Now,"Secure Parking,Garage Spaces:,1,Open Car Spaces:,2,Deck,Fully Fenced"
GREAT LOCATION!,"$400,$400,",https://www.realestate.com.au/property-house-qld-jindalee-415355935,,[3],This 3 bedroom lowset home is in a great position.  Situated very close to Centenary High School in the very popular suburb of Jindalee this home has what you need to live in comfort.,[1],"<span class=""price""></span>",Fenced,4074,House,[415355935],"$1,600","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$400 Per Week,94 Yallambee Road,Innovation Real Estate - Jamboree Heights,[1],Jindalee,Not provided,Innovation Rentals,Available Now,"Carport Spaces:,1,Fully Fenced"
"RESORT style living in a quiet, well maintained & secure townhouse complex.","$405,$405,",https://www.realestate.com.au/property-townhouse-qld-riverhills-424656806,"Toilets:,3,Air Conditioning",[3],"This cosy townhouse is conveniently close to all amenities of life. It is walking distance to school, bus stops, restaurants, bakery, tavern and shops. ",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Manager",4074,Townhouse,[424656806],"$1,620","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$405 per week,34/250 Sumners Road,Raine & Horne - Onsite Sales,[2],Riverhills,Not provided,Murali Nayar,Fri 05-Oct-18,"Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Balcony,Swimming Pool - Inground"
Super convenience,"$440,$440,",https://www.realestate.com.au/property-apartment-qld-sherwood-424547814,"Toilets:,2,Alarm System,Floorboards,Air Conditioning",[2],"Homewood Living is a NEW boutique apartment building within walking distance of all amenities in the popular suburb of Sherwood. Railway station, school and shopping facilities are just round the corner.",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Shops, Close to Transport, Separate Dining",4075,Apartment,[424547814],"$1,680","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$440 per week,8/20 Primrose Street,RAAS Group,[2],Sherwood,Not provided,Blanche Cheung,Tue 02-Oct-18,"Secure Parking,Garage Spaces:,1,Balcony"
Entertainers Delight.  This property has it all.,"$1,300,$1,300,",https://www.realestate.com.au/property-house-qld-fig+tree+pocket-421975826,"Alarm System,Floorboards,Air Conditioning",[5],"No expense has been spared on this amazing home.  Consisting of 5 over-sized rooms, 4 bedrooms upstairs and the 5th bedroom downstairs in a self contained living space with it's own walk-in-wardrobe, bathroom, kitchenette and rumpus room.  Ideal as a teenagers retreat or private space for guests or in-laws. ",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Fireplace(s)",4069,House,[421975826],"$5,200","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]","$1,300 per week",38 Vakuta Street,Brisbane Real Estate - Indooroopilly,[3],Fig Tree Pocket,Not provided,"Satvir Nassar,Lauren Matbouly",Fri 19-Oct-18,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground"
BRAND NEW DUPLEX HOME!,"$340,$340,",https://www.realestate.com.au/property-house-qld-inala-424569422,Air Conditioning,[3],This newly built duplex home is almost complete for someone to move in & enjoy!  The property is located across the road from the primary school and has bus stop out the front.  There is the main house at the front so there is a side driveway leading to this property at the back.  The property itself offers the following:,[2],"<span class=""price""></span>","Internal Laundry, Close to shops, Close to transport",4077,House,[424569422],"$1,360","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$340 per week,42B Inala Avenue,Your Choice Realty - Forest Lake,[2],Inala,Not provided,Reception Team,Available Now,"Carport Spaces:,2"
Affordable modern living!,"$330,$330,",https://www.realestate.com.au/property-house-qld-darra-424563938,"Toilets:,1,Floorboards,Air Conditioning",[3],"Don't miss your chance to rent out this newly renovated cozy home. Equipped with a modern looking kitchen with caesarstone bench tops, plenty of cupboard space. Polished timber floors throughout with carpet in two of the bedrooms. Much well maintained home is ready for you to move in now!",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Garden",4076,House,[424563938],"$1,320","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$330 per week,28 Sanananda Street,Rightway Realty - Darra,[1],Darra,Not provided,Jo Nguyen,Available Now,"Carport Spaces:,1"
Central in Jindalee,"$430,$430,",https://www.realestate.com.au/property-house-qld-jindalee-414327571,"Toilets:,2,Floorboards,Air Conditioning",[3],This 3 bedroom home in Jindalee is close to all amenities.,[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge",4074,House,[414327571],"$1,720","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$430 per week,11 Jindalee Street,Ray White - Middle Park,[2],Jindalee,Not provided,Jacqui Price,Fri 05-Oct-18,"Carport Spaces:,1"
GRACEVILLE,"$470,$470,",https://www.realestate.com.au/property-house-qld-graceville-424553530,"Floorboards,Broadband Internet Available",[4],"- Sorry, no pets",[2],"<span class=""price""></span>",0,4075,House,[424553530],"$1,880","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$470 per week,277 Oxley Road,Cartwright Property Group - GRACEVILLE,[1],Graceville,Not provided,Cartwright Property Group,Available Now,"Carport Spaces:,2"
AIR CONDITIONED WITH A POOL READY FOR SUMMER,"$720,$720,",https://www.realestate.com.au/property-house-qld-graceville-424556174,"Floorboards,Air Conditioning",[4],"Beautifully modernised yet still retaining the charm and features of a traditional Queenslander this beautiful family home offers everything you need and more. Downstairs has two very large bedrooms with a huge rumpus room giving the family space to spread out and enjoy, opening on to a large covered deck you can stroll down to the beautiful in-ground pool. Upstairs offer two more large bedrooms, the main with ensuite plus a study. There is a lounge and separate dining area and the modern kitchen opens out on to the large upper deck to really enjoy the alfresco dining experience. Walking distance to everything Graceville has to offer inspect sooner rather than later is a must.",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4075,House,[424556174],"$2,880","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$720 per week,16 ALLARDYCE STREET,LJ Hooker - .,[2],Graceville,Not provided,"Sarah Ratz,LJ HOOKER",Available Now,"Open Car Spaces:,2"
Modern Spacious Apartment!,"$440,$440,",https://www.realestate.com.au/property-house-qld-oxley-424551230,Air Conditioning,[2],"Enjoy dining and hosting on the sundrenched entertainer's balcony, the perfect place for a quiet afternoon drink or get together with friends and family. The living and dining area is open plan and brimming with an abundance of natural light. ",[1],"<span class=""price""></span>","Built-In Wardrobes, Close to Shops, Close to Transport",4075,House,[424551230],"$1,760","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$440 per week,104/61 Ellen Street,Tessa Residential New Farm - NEW FARM,[2],Oxley,Not provided,Leasing Oxley,Available Now,"Secure Parking,Open Car Spaces:,1"
Charm and Location - The perfect combination!,"$395,$395,",https://www.realestate.com.au/property-house-qld-jamboree+heights-420881394,,[4],"This lovely little home is located within a stone's throw of everything that Jamboree Heights has to offer...walk to schools, parks, daycares, Mount Ommaney Shopping Centre and public transport!  TENANT BREAKING LEASE",[2],"<span class=""price""></span>",,4074,House,[420881394],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$395 Weekly,32 Masthead Street,Centenary Real Estate - Jindalee,[1],Jamboree Heights,Not provided,Rentals - Centenary Real Estate,Available Now,"Carport Spaces:,2"
REAL DOUBLE GARAGE TOWNHOUSE,"$370,$370,",https://www.realestate.com.au/property-townhouse-qld-richlands-424579590,"Toilets:,3,Air Conditioning",[3],"200 meters from Richlands Shopping Plaza, 24/7 gym and medical center, few mins walking to the Richlands train station and centenary highway. ",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4077,Townhouse,[424579590],"$1,480","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$370 per week,09/83 OLD PROGRESS RD,Raine & Horne - Onsite Sales,[2],Richlands,Not provided,Michael Cai,Sat 29-Sep-18,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground"
SHERWOOD,"$300,$300,",https://www.realestate.com.au/property-unit-qld-sherwood-424583842,"Broadband Internet Available,Air Conditioning",[2],"- Sorry, no pets",[1],"<span class=""price""></span>",0,4075,Unit,[424583842],"$1,200","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$300 per week,3/58 Primrose Street,Cartwright Property Group - GRACEVILLE,[1],Sherwood,Not provided,Cartwright Property Group,Thu 01-Nov-18,"Garage Spaces:,1"
REFURBISHED HOME WITH POOL + AIR CON - FANTASTIC LOCATION,"$435,$435,",https://www.realestate.com.au/property-house-qld-jindalee-424582946,"Toilets:,1,Air Conditioning",[3],"Ray White Centenary proudly offers for rent this low set brick, recently updated home in a perfect family cul-de-sac location near Schools, shops and transport. Recently updated with fresh paint, new kitchen appliances, new carpet in bedrooms, air conditioning + fans, this home is has so much to offer. The raked ceilings and abundance of natural light provide an attractive and comfortable place to call home. ",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4074,House,[424582946],"$1,740","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$435 per week,6 Moorilla Place,Ray White - Centenary,[1],Jindalee,https://www.realestate.com.au/floorplan_new.ds?id=424582946&theme=rea.rent,Debbie Swales,Available Now,"Carport Spaces:,2,Swimming Pool - Inground"
FAMILY FRIENDLY,"$380,$380,",https://www.realestate.com.au/property-house-qld-graceville-424581898,,[3],POSITION. SPACE. VALUE. ,[1],"<span class=""price""></span>",,4075,House,[424581898],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$380 per week,99 White Street,Save on Commission - BROADBEACH,[1],Graceville,Not provided,Jan Gillmartin,Available Now,"Garage Spaces:,1"
Spacious Home,"$330,$330,",https://www.realestate.com.au/property-house-qld-inala-409733231,"Toilets:,1,Floorboards",[3],"If big and spaces is what you want, you will like this. Hidden away in a cul-de-sac, quiet and peaceful, yet this property located not too far from Woolworth's, McDonald  and schools. ",[2],"<span class=""price""></span>",Garden,4077,House,[409733231],"$1,320","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$330 p/w,2 Galileo Street,Rightway Realty - Darra,[1],Inala,Not provided,Michelle Nguyen,Available Now,"Secure Parking,Carport Spaces:,2"
"DOUBLE GARAGE unit,  NBN & Foxtel","$380,$380,",https://www.realestate.com.au/property-townhouse-qld-richlands-418982626,"Toilets:,3,Air Conditioning",[3],"This   property is in a great location tucked away in a quiet estate, close to trains, shops, and major highways. A few minutes drive takes you to walks and parks in Forest Lake or to a few larger shopping centers nearby. ",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden,  GAS cooking",4077,Townhouse,[418982626],"$1,520","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$380 per week,77/31 Yerongpan Street,Raine & Horne - Onsite Sales,[2],Richlands,Not provided,Sharon Wendt,Thu 11-Oct-18,"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground"
1 Week Rent Free - Corner Block Oasis,"$490,$490,",https://www.realestate.com.au/property-house-qld-riverhills-424599682,"Built-in Wardrobes,Dishwasher,Air Conditioning",[4],"Situated in a quite street on a 635sqm corner block is this low set 4-bedroom home. Featuring a fully fenced yard, double garage and within in walking distance to local schools and public transport.",[2],"<span class=""price""></span>",Property Type: House Garaging / carparking: Double lock-up Property Features: No Pets Allowed,4074,House,[424599682],"$1,960","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$490 p.w.,2 Lyndora Close,Harcourts Centenary Suburbs - Mt Ommaney,[2],Riverhills,https://www.realestate.com.au/floorplan_new.ds?id=424599682&theme=rea.rent,Mel Rodrigo,Available Now,"Garage Spaces:,2,Fully Fenced"
